id1,id2,lat,lon,elev
,,33.9125,115.6791667,37
,,33.9125,115.7208333,38
,,33.9125,115.7625,41
,,33.9125,115.8041667,43
,,33.9125,115.8458333,45
,,33.9125,115.8875,42
,,33.9125,115.9291667,32
,,33.9125,115.9708333,27
,,33.9125,116.0125,26
,,33.9125,116.0541667,32
,,33.9125,116.0958333,34
,,33.9125,116.1375,32
,,33.9125,116.1791667,30
,,33.9125,116.2208333,22
,,33.9125,116.2625,22
,,33.9125,116.3041667,25
,,33.9125,116.3458333,25
,,33.9125,116.3875,25
,,33.9125,116.4291667,26
,,33.9125,116.4708333,28
,,33.9125,116.5125,27
,,33.9125,116.5541667,25
,,33.9125,116.5958333,26
,,33.9125,116.6375,27
,,33.9125,116.6791667,33
,,33.9125,116.7208333,28
,,33.9125,116.7625,27
,,33.9125,116.8041667,25
,,33.9125,116.8458333,36
,,33.9125,116.8875,34
,,33.9125,116.9291667,112
,,33.9125,116.9708333,170
,,33.9125,117.0125,77
,,33.9125,117.0541667,32
,,33.9125,117.0958333,21
,,33.9125,117.1375,20
,,33.9125,117.1791667,25
,,33.9125,117.2208333,29
,,33.9125,117.2625,30
,,33.9125,117.3041667,49
,,33.9125,117.3458333,60
,,33.9125,117.3875,22
,,33.9125,117.4291667,23
,,33.9125,117.4708333,22
,,33.9125,117.5125,19
,,33.9125,117.5541667,22
,,33.9125,117.5958333,26
,,33.9125,117.6375,39
,,33.9125,117.6791667,31
,,33.9125,117.7208333,28
,,33.9125,117.7625,30
,,33.9125,117.8041667,31
,,33.9125,117.8458333,28
,,33.9125,117.8875,27
,,33.9125,117.9291667,26
,,33.9125,117.9708333,26
,,33.9125,118.0125,29
,,33.9125,118.0541667,22
,,33.9125,118.0958333,19
,,33.9125,118.1375,20
,,33.9125,118.1791667,23
,,33.9125,118.2208333,20
,,33.9125,118.2625,20
,,33.9125,118.3041667,23
,,33.9125,118.3458333,21
,,33.9125,118.3875,29
,,33.9125,118.4291667,31
,,33.9125,118.4708333,26
,,33.9125,118.5125,23
,,33.9125,118.5541667,18
,,33.9125,118.5958333,18
,,33.9125,118.6375,12
,,33.9125,118.6791667,11
,,33.9125,118.7208333,11
,,33.9125,118.7625,14
,,33.9125,118.8041667,14
,,33.9125,118.8458333,17
,,33.9125,118.8875,16
,,33.9125,118.9291667,13
,,33.9125,118.9708333,11
,,33.9125,119.0125,13
,,33.9125,119.0541667,4
,,33.9125,119.0958333,5
,,33.9125,119.1375,4
,,33.9125,119.1791667,3
,,33.9125,119.2208333,2
,,33.9125,119.2625,2
,,33.9125,119.3041667,3
,,33.9125,119.3458333,5
,,33.9125,119.3875,4
,,33.9125,119.4291667,3
,,33.9125,119.4708333,2
,,33.9125,119.5125,2
,,33.9125,119.5541667,5
,,33.9125,119.5958333,5
,,33.9125,119.6375,3
,,33.9125,119.6791667,3
,,33.9125,119.7208333,2
,,33.9125,119.7625,3
,,33.9125,119.8041667,4
,,33.9125,119.8458333,6
,,33.9125,119.8875,4
,,33.9125,119.9291667,3
,,33.9125,119.9708333,4
,,33.9125,120.0125,3
,,33.9125,120.0541667,3
,,33.9125,120.0958333,4
,,33.9125,120.1375,3
,,33.9125,120.1791667,3
,,33.9125,120.2208333,5
,,33.9125,120.2625,5
,,33.9125,120.3041667,12
,,33.9125,120.3458333,15
,,33.9125,120.3875,20
,,33.9125,120.4291667,10
,,33.9125,120.4708333,0
,,33.87083333,102.1791667,3426
,,33.87083333,102.2208333,3422
,,33.87083333,102.2625,3419
,,33.87083333,102.3041667,3426
,,33.87083333,102.3458333,3448
,,33.87083333,102.3875,3465
,,33.87083333,102.4291667,3463
,,33.87083333,102.4708333,3453
,,33.87083333,102.5125,3517
,,33.87083333,102.5541667,3489
,,33.87083333,102.5958333,3427
,,33.87083333,102.6375,3432
,,33.87083333,102.6791667,3427
,,33.87083333,102.7208333,3430
,,33.87083333,102.7625,3430
,,33.87083333,102.8041667,3428
,,33.87083333,102.8458333,3428
,,33.87083333,102.8875,3432
,,33.87083333,102.9291667,3456
,,33.87083333,102.9708333,3498
,,33.87083333,103.0125,3570
,,33.87083333,103.0541667,3830
,,33.87083333,103.0958333,3703
,,33.87083333,103.1375,3447
,,33.87083333,103.1791667,3580
,,33.87083333,103.2208333,3159
,,33.87083333,103.2625,3325
,,33.87083333,103.3041667,3183
,,33.87083333,103.3458333,2843
,,33.87083333,103.3875,3190
,,33.87083333,103.4291667,3168
,,33.87083333,103.4708333,3016
,,33.87083333,103.5125,3069
,,33.87083333,103.5541667,3445
,,33.87083333,103.5958333,3362
,,33.87083333,103.6375,3508
,,33.87083333,103.6791667,3584
,,33.87083333,103.7208333,3195
,,33.87083333,103.7625,2473
,,33.87083333,103.8041667,2465
,,33.87083333,103.8458333,2812
,,33.87083333,103.8875,3632
,,33.87083333,103.9291667,2912
,,33.87083333,103.9708333,2549
,,33.87083333,104.0125,2496
,,33.87083333,104.0541667,2439
,,33.87083333,104.0958333,2391
,,33.87083333,104.1375,2331
,,33.87083333,104.1791667,2130
,,33.87083333,104.2208333,2525
,,33.87083333,104.2625,2654
,,33.87083333,104.3041667,2947
,,33.87083333,104.3458333,3591
,,33.87083333,104.3875,3270
,,33.87083333,104.4291667,2909
,,33.87083333,104.4708333,2453
,,33.87083333,104.5125,2345
,,33.87083333,104.5541667,2076
,,33.87083333,104.5958333,2395
,,33.87083333,104.6375,2527
,,33.87083333,104.6791667,2102
,,33.87083333,104.7208333,1797
,,33.87083333,104.7625,1701
,,33.87083333,104.8041667,1696
,,33.87083333,104.8458333,1714
,,33.87083333,104.8875,1991
,,33.87083333,104.9291667,1809
,,33.87083333,104.9708333,1646
,,33.87083333,105.0125,1884
,,33.87083333,105.0541667,1458
,,33.87083333,105.0958333,1952
,,33.87083333,105.1375,2040
,,33.87083333,105.1791667,1859
,,33.87083333,105.2208333,1779
,,33.87083333,105.2625,1963
,,33.87083333,105.3041667,1989
,,33.87083333,105.3458333,1880
,,33.87083333,105.3875,1755
,,33.87083333,105.4291667,1868
,,33.87083333,105.4708333,1789
,,33.87083333,105.5125,1812
,,33.87083333,105.5541667,1523
,,33.87083333,105.5958333,1375
,,33.87083333,105.6375,1370
,,33.87083333,105.6791667,1340
,,33.87083333,105.7208333,1354
,,33.87083333,105.7625,1370
,,33.87083333,105.8041667,1364
,,33.87083333,105.8458333,1256
,,33.87083333,105.8875,1324
,,33.87083333,105.9291667,1284
,,33.87083333,105.9708333,1173
,,33.87083333,106.0125,1219
,,33.87083333,106.0541667,1101
,,33.87083333,106.0958333,1116
,,33.87083333,106.1375,1037
,,33.87083333,106.1791667,919
,,33.87083333,106.2208333,1024
,,33.87083333,106.2625,1054
,,33.87083333,106.3041667,1041
,,33.87083333,106.3458333,1187
,,33.87083333,106.3875,1242
,,33.87083333,106.4291667,1069
,,33.87083333,106.4708333,1351
,,33.87083333,106.5125,1624
,,33.87083333,106.5541667,1533
,,33.87083333,106.5958333,1588
,,33.87083333,106.6375,1654
,,33.87083333,106.6791667,1537
,,33.87083333,106.7208333,1583
,,33.87083333,106.7625,1702
,,33.87083333,106.8041667,1677
,,33.87083333,106.8458333,1821
,,33.87083333,106.8875,1815
,,33.87083333,106.9291667,1706
,,33.87083333,106.9708333,1481
,,33.87083333,107.0125,1305
,,33.87083333,107.0541667,1653
,,33.87083333,107.0958333,1311
,,33.87083333,107.1375,1584
,,33.87083333,107.1791667,1811
,,33.87083333,107.2208333,1590
,,33.87083333,107.2625,1733
,,33.87083333,107.3041667,1976
,,33.87083333,107.3458333,2036
,,33.87083333,107.3875,1877
,,33.87083333,107.4291667,1991
,,33.87083333,107.4708333,1922
,,33.87083333,107.5125,1708
,,33.87083333,107.5541667,1989
,,33.87083333,107.5958333,1895
,,33.87083333,107.6375,2021
,,33.87083333,107.6791667,2308
,,33.87083333,107.7208333,2399
,,33.87083333,107.7625,1891
,,33.87083333,107.8041667,1714
,,33.87083333,107.8458333,1480
,,33.87083333,107.8875,1472
,,33.87083333,107.9291667,1656
,,33.87083333,107.9708333,1877
,,33.87083333,108.0125,1417
,,33.87083333,108.0541667,1298
,,33.87083333,108.0958333,1310
,,33.87083333,108.1375,1629
,,33.87083333,108.1791667,1371
,,33.87083333,108.2208333,1390
,,33.87083333,108.2625,1722
,,33.87083333,108.3041667,2418
,,33.87083333,108.3458333,2228
,,33.87083333,108.3875,1947
,,33.87083333,108.4291667,1692
,,33.87083333,108.4708333,1405
,,33.87083333,108.5125,1368
,,33.87083333,108.5541667,2079
,,33.87083333,108.5958333,2453
,,33.87083333,108.6375,2024
,,33.87083333,108.6791667,2268
,,33.87083333,108.7208333,2094
,,33.87083333,108.7625,2469
,,33.87083333,108.8041667,2327
,,33.87083333,108.8458333,2024
,,33.87083333,108.8875,2250
,,33.87083333,108.9291667,2076
,,33.87083333,108.9708333,2170
,,33.87083333,109.0125,1708
,,33.87083333,109.0541667,1548
,,33.87083333,109.0958333,1760
,,33.87083333,109.1375,1877
,,33.87083333,109.1791667,1824
,,33.87083333,109.2208333,1712
,,33.87083333,109.2625,1673
,,33.87083333,109.3041667,1793
,,33.87083333,109.3458333,1678
,,33.87083333,109.3875,1587
,,33.87083333,109.4291667,1622
,,33.87083333,109.4708333,1618
,,33.87083333,109.5125,1508
,,33.87083333,109.5541667,1290
,,33.87083333,109.5958333,1252
,,33.87083333,109.6375,1189
,,33.87083333,109.6791667,1116
,,33.87083333,109.7208333,1036
,,33.87083333,109.7625,1056
,,33.87083333,109.8041667,1021
,,33.87083333,109.8458333,926
,,33.87083333,109.8875,787
,,33.87083333,109.9291667,721
,,33.87083333,109.9708333,749
,,33.87083333,110.0125,859
,,33.87083333,110.0541667,1112
,,33.87083333,110.0958333,1034
,,33.87083333,110.1375,1046
,,33.87083333,110.1791667,980
,,33.87083333,110.2208333,1114
,,33.87083333,110.2625,1226
,,33.87083333,110.3041667,1259
,,33.87083333,110.3458333,1261
,,33.87083333,110.3875,1451
,,33.87083333,110.4291667,1360
,,33.87083333,110.4708333,1206
,,33.87083333,110.5125,1146
,,33.87083333,110.5541667,1189
,,33.87083333,110.5958333,1396
,,33.87083333,110.6375,1372
,,33.87083333,110.6791667,1417
,,33.87083333,110.7208333,1183
,,33.87083333,110.7625,1036
,,33.87083333,110.8041667,1083
,,33.87083333,110.8458333,1131
,,33.87083333,110.8875,1060
,,33.87083333,110.9291667,1043
,,33.87083333,110.9708333,1114
,,33.87083333,111.0125,1261
,,33.87083333,111.0541667,1231
,,33.87083333,111.0958333,1041
,,33.87083333,111.1375,955
,,33.87083333,111.1791667,1148
,,33.87083333,111.2208333,1178
,,33.87083333,111.2625,1151
,,33.87083333,111.3041667,1179
,,33.87083333,111.3458333,1231
,,33.87083333,111.3875,1230
,,33.87083333,111.4291667,1135
,,33.87083333,111.4708333,1159
,,33.87083333,111.5125,1262
,,33.87083333,111.5541667,1033
,,33.87083333,111.5958333,1125
,,33.87083333,111.6375,1360
,,33.87083333,111.6791667,1385
,,33.87083333,111.7208333,763
,,33.87083333,111.7625,818
,,33.87083333,111.8041667,991
,,33.87083333,111.8458333,979
,,33.87083333,111.8875,676
,,33.87083333,111.9291667,872
,,33.87083333,111.9708333,1076
,,33.87083333,112.0125,1253
,,33.87083333,112.0541667,1138
,,33.87083333,112.0958333,1037
,,33.87083333,112.1375,861
,,33.87083333,112.1791667,714
,,33.87083333,112.2208333,982
,,33.87083333,112.2625,903
,,33.87083333,112.3041667,1057
,,33.87083333,112.3458333,981
,,33.87083333,112.3875,1085
,,33.87083333,112.4291667,820
,,33.87083333,112.4708333,726
,,33.87083333,112.5125,800
,,33.87083333,112.5541667,449
,,33.87083333,112.5958333,363
,,33.87083333,112.6375,318
,,33.87083333,112.6791667,259
,,33.87083333,112.7208333,199
,,33.87083333,112.7625,206
,,33.87083333,112.8041667,188
,,33.87083333,112.8458333,200
,,33.87083333,112.8875,167
,,33.87083333,112.9291667,167
,,33.87083333,112.9708333,154
,,33.87083333,113.0125,129
,,33.87083333,113.0541667,109
,,33.87083333,113.0958333,101
,,33.87083333,113.1375,104
,,33.87083333,113.1791667,107
,,33.87083333,113.2208333,91
,,33.87083333,113.2625,91
,,33.87083333,113.3041667,88
,,33.87083333,113.3458333,112
,,33.87083333,113.3875,109
,,33.87083333,113.4291667,110
,,33.87083333,113.4708333,86
,,33.87083333,113.5125,83
,,33.87083333,113.5541667,78
,,33.87083333,113.5958333,74
,,33.87083333,113.6375,70
,,33.87083333,113.6791667,69
,,33.87083333,113.7208333,69
,,33.87083333,113.7625,66
,,33.87083333,113.8041667,63
,,33.87083333,113.8458333,63
,,33.87083333,113.8875,58
,,33.87083333,113.9291667,55
,,33.87083333,113.9708333,54
,,33.87083333,114.0125,55
,,33.87083333,114.0541667,57
,,33.87083333,114.0958333,55
,,33.87083333,114.1375,54
,,33.87083333,114.1791667,52
,,33.87083333,114.2208333,50
,,33.87083333,114.2625,51
,,33.87083333,114.3041667,52
,,33.87083333,114.3458333,52
,,33.87083333,114.3875,54
,,33.87083333,114.4291667,55
,,33.87083333,114.4708333,56
,,33.87083333,114.5125,54
,,33.87083333,114.5541667,54
,,33.87083333,114.5958333,52
,,33.87083333,114.6375,51
,,33.87083333,114.6791667,50
,,33.87083333,114.7208333,53
,,33.87083333,114.7625,54
,,33.87083333,114.8041667,54
,,33.87083333,114.8458333,55
,,33.87083333,114.8875,57
,,33.87083333,114.9291667,60
,,33.87083333,114.9708333,63
,,33.87083333,115.0125,65
,,33.87083333,115.0541667,60
,,33.87083333,115.0958333,63
,,33.87083333,115.1375,62
,,33.87083333,115.1791667,61
,,33.87083333,115.2208333,57
,,33.87083333,115.2625,56
,,33.87083333,115.3041667,51
,,33.87083333,115.3458333,48
,,33.87083333,115.3875,42
,,33.87083333,115.4291667,43
,,33.87083333,115.4708333,48
,,33.87083333,115.5125,42
,,33.87083333,115.5541667,37
,,33.87083333,115.5958333,38
,,33.87083333,115.6375,38
,,33.87083333,115.6791667,36
,,33.87083333,115.7208333,36
,,33.87083333,115.7625,34
,,33.87083333,115.8041667,34
,,33.87083333,115.8458333,34
,,33.87083333,115.8875,35
,,33.87083333,115.9291667,27
,,33.87083333,115.9708333,24
,,33.87083333,116.0125,28
,,33.87083333,116.0541667,32
,,33.87083333,116.0958333,32
,,33.87083333,116.1375,30
,,33.87083333,116.1791667,29
,,33.87083333,116.2208333,30
,,33.87083333,116.2625,29
,,33.87083333,116.3041667,25
,,33.87083333,116.3458333,27
,,33.87083333,116.3875,24
,,33.87083333,116.4291667,23
,,33.87083333,116.4708333,26
,,33.87083333,116.5125,26
,,33.87083333,116.5541667,29
,,33.87083333,116.5958333,28
,,33.87083333,116.6375,26
,,33.87083333,116.6791667,29
,,33.87083333,116.7208333,26
,,33.87083333,116.7625,31
,,33.87083333,116.8041667,28
,,33.87083333,116.8458333,30
,,33.87083333,116.8875,32
,,33.87083333,116.9291667,65
,,33.87083333,116.9708333,94
,,33.87083333,117.0125,41
,,33.87083333,117.0541667,32
,,33.87083333,117.0958333,24
,,33.87083333,117.1375,18
,,33.87083333,117.1791667,29
,,33.87083333,117.2208333,34
,,33.87083333,117.2625,34
,,33.87083333,117.3041667,35
,,33.87083333,117.3458333,29
,,33.87083333,117.3875,28
,,33.87083333,117.4291667,24
,,33.87083333,117.4708333,21
,,33.87083333,117.5125,21
,,33.87083333,117.5541667,28
,,33.87083333,117.5958333,30
,,33.87083333,117.6375,28
,,33.87083333,117.6791667,28
,,33.87083333,117.7208333,28
,,33.87083333,117.7625,26
,,33.87083333,117.8041667,25
,,33.87083333,117.8458333,22
,,33.87083333,117.8875,21
,,33.87083333,117.9291667,21
,,33.87083333,117.9708333,21
,,33.87083333,118.0125,25
,,33.87083333,118.0541667,24
,,33.87083333,118.0958333,21
,,33.87083333,118.1375,21
,,33.87083333,118.1791667,23
,,33.87083333,118.2208333,22
,,33.87083333,118.2625,20
,,33.87083333,118.3041667,22
,,33.87083333,118.3458333,23
,,33.87083333,118.3875,26
,,33.87083333,118.4291667,28
,,33.87083333,118.4708333,26
,,33.87083333,118.5125,22
,,33.87083333,118.5541667,17
,,33.87083333,118.5958333,17
,,33.87083333,118.6375,17
,,33.87083333,118.6791667,15
,,33.87083333,118.7208333,14
,,33.87083333,118.7625,17
,,33.87083333,118.8041667,17
,,33.87083333,118.8458333,16
,,33.87083333,118.8875,12
,,33.87083333,118.9291667,12
,,33.87083333,118.9708333,11
,,33.87083333,119.0125,12
,,33.87083333,119.0541667,6
,,33.87083333,119.0958333,6
,,33.87083333,119.1375,4
,,33.87083333,119.1791667,3
,,33.87083333,119.2208333,1
,,33.87083333,119.2625,2
,,33.87083333,119.3041667,3
,,33.87083333,119.3458333,4
,,33.87083333,119.3875,4
,,33.87083333,119.4291667,2
,,33.87083333,119.4708333,2
,,33.87083333,119.5125,3
,,33.87083333,119.5541667,5
,,33.87083333,119.5958333,5
,,33.87083333,119.6375,3
,,33.87083333,119.6791667,2
,,33.87083333,119.7208333,3
,,33.87083333,119.7625,4
,,33.87083333,119.8041667,7
,,33.87083333,119.8458333,7
,,33.87083333,119.8875,5
,,33.87083333,119.9291667,4
,,33.87083333,119.9708333,3
,,33.87083333,120.0125,3
,,33.87083333,120.0541667,1
,,33.87083333,120.0958333,2
,,33.87083333,120.1375,3
,,33.87083333,120.1791667,2
,,33.87083333,120.2208333,7
,,33.87083333,120.2625,9
,,33.87083333,120.3041667,14
,,33.87083333,120.3458333,15
,,33.87083333,120.3875,15
,,33.87083333,120.4291667,14
,,33.87083333,120.4708333,1
,,33.87083333,120.5125,0
,,33.82916667,102.1791667,3421
,,33.82916667,102.2208333,3416
,,33.82916667,102.2625,3412
,,33.82916667,102.3041667,3413
,,33.82916667,102.3458333,3422
,,33.82916667,102.3875,3435
,,33.82916667,102.4291667,3430
,,33.82916667,102.4708333,3424
